Date,Item,Sales (Qty),Weather,Event,Sales (Qty)_lag_1,Sales (Qty)_lag_2,Sales (Qty)_lag_3,Sales (Qty)_lag_4,Sales (Qty)_lag_5,Sales (Qty)_lag_6,Sales (Qty)_lag_7,Day of Week,Month
2023-05-24,Pasta,70,Sunny,Festival,44.0,54.0,43.0,53.0,54.0,49.0,45.0,2,5
2023-05-24,Pasta,46,Cloudy,None,70.0,44.0,54.0,43.0,53.0,54.0,49.0,2,5
2023-05-24,Burger,44,Sunny,Holiday,46.0,70.0,44.0,54.0,43.0,53.0,54.0,2,5
2023-05-24,Pizza,49,Rainy,None,44.0,46.0,70.0,44.0,54.0,43.0,53.0,2,5
2023-05-24,Burger,42,Rainy,None,49.0,44.0,46.0,70.0,44.0,54.0,43.0,2,5
2023-05-24,Pizza,47,Cloudy,Holiday,42.0,49.0,44.0,46.0,70.0,44.0,54.0,2,5
2023-05-24,Pasta,58,Rainy,Holiday,47.0,42.0,49.0,44.0,46.0,70.0,44.0,2,5
2023-05-24,Burger,50,Cloudy,Holiday,58.0,47.0,42.0,49.0,44.0,46.0,70.0,2,5
2023-05-24,Pasta,56,Rainy,Festival,50.0,58.0,47.0,42.0,49.0,44.0,46.0,2,5
2023-05-24,Pasta,44,Cloudy,Holiday,56.0,50.0,58.0,47.0,42.0,49.0,44.0,2,5
2023-05-24,Pasta,46,Rainy,None,44.0,56.0,50.0,58.0,47.0,42.0,49.0,2,5
2023-05-24,Pasta,37,Cloudy,Holiday,46.0,44.0,56.0,50.0,58.0,47.0,42.0,2,5
2023-05-25,Burger,53,Sunny,Festival,37.0,46.0,44.0,56.0,50.0,58.0,47.0,3,5
2023-05-25,Pizza,35,Sunny,Festival,53.0,37.0,46.0,44.0,56.0,50.0,58.0,3,5
2023-05-25,Pasta,52,Sunny,Festival,35.0,53.0,37.0,46.0,44.0,56.0,50.0,3,5
2023-05-25,Burger,45,Cloudy,Festival,52.0,35.0,53.0,37.0,46.0,44.0,56.0,3,5
2023-05-25,Pizza,56,Cloudy,Festival,45.0,52.0,35.0,53.0,37.0,46.0,44.0,3,5
2023-05-25,Pizza,60,Cloudy,None,56.0,45.0,52.0,35.0,53.0,37.0,46.0,3,5
2023-05-25,Burger,50,Sunny,Holiday,60.0,56.0,45.0,52.0,35.0,53.0,37.0,3,5
2023-05-25,Pasta,47,Sunny,Holiday,50.0,60.0,56.0,45.0,52.0,35.0,53.0,3,5
2023-05-25,Burger,64,Sunny,Holiday,47.0,50.0,60.0,56.0,45.0,52.0,35.0,3,5
2023-05-25,Pasta,53,Rainy,Holiday,64.0,47.0,50.0,60.0,56.0,45.0,52.0,3,5
2023-05-25,Pizza,40,Sunny,None,53.0,64.0,47.0,50.0,60.0,56.0,45.0,3,5
2023-05-25,Pasta,54,Sunny,Holiday,40.0,53.0,64.0,47.0,50.0,60.0,56.0,3,5
2023-05-25,Pasta,56,Cloudy,None,54.0,40.0,53.0,64.0,47.0,50.0,60.0,3,5
2023-05-25,Pizza,42,Rainy,None,56.0,54.0,40.0,53.0,64.0,47.0,50.0,3,5
2023-05-25,Burger,46,Rainy,None,42.0,56.0,54.0,40.0,53.0,64.0,47.0,3,5
2023-05-25,Burger,38,Cloudy,Holiday,46.0,42.0,56.0,54.0,40.0,53.0,64.0,3,5
2023-05-25,Burger,52,Rainy,Holiday,38.0,46.0,42.0,56.0,54.0,40.0,53.0,3,5
2023-05-25,Burger,48,Cloudy,None,52.0,38.0,46.0,42.0,56.0,54.0,40.0,3,5
2023-05-25,Pasta,42,Rainy,Festival,48.0,52.0,38.0,46.0,42.0,56.0,54.0,3,5
2023-05-25,Pasta,64,Cloudy,None,42.0,48.0,52.0,38.0,46.0,42.0,56.0,3,5
2023-05-25,Pizza,56,Sunny,Festival,64.0,42.0,48.0,52.0,38.0,46.0,42.0,3,5
2023-05-25,Pizza,48,Rainy,Holiday,56.0,64.0,42.0,48.0,52.0,38.0,46.0,3,5
2023-05-25,Pasta,54,Rainy,None,48.0,56.0,64.0,42.0,48.0,52.0,38.0,3,5
2023-05-25,Pizza,42,Rainy,Festival,54.0,48.0,56.0,64.0,42.0,48.0,52.0,3,5
2023-05-25,Burger,54,Cloudy,None,42.0,54.0,48.0,56.0,64.0,42.0,48.0,3,5
2023-05-25,Pasta,55,Cloudy,None,54.0,42.0,54.0,48.0,56.0,64.0,42.0,3,5
2023-05-25,Pizza,30,Rainy,Festival,55.0,54.0,42.0,54.0,48.0,56.0,64.0,3,5
2023-05-25,Pasta,53,Rainy,Holiday,30.0,55.0,54.0,42.0,54.0,48.0,56.0,3,5
2023-05-25,Burger,45,Sunny,Holiday,53.0,30.0,55.0,54.0,42.0,54.0,48.0,3,5
2023-05-25,Burger,49,Sunny,None,45.0,53.0,30.0,55.0,54.0,42.0,54.0,3,5
2023-05-25,Burger,41,Cloudy,Holiday,49.0,45.0,53.0,30.0,55.0,54.0,42.0,3,5
2023-05-25,Pizza,31,Sunny,Holiday,41.0,49.0,45.0,53.0,30.0,55.0,54.0,3,5
2023-05-25,Pizza,54,Sunny,None,31.0,41.0,49.0,45.0,53.0,30.0,55.0,3,5
2023-05-25,Pizza,38,Cloudy,Holiday,54.0,31.0,41.0,49.0,45.0,53.0,30.0,3,5
2023-05-25,Pasta,49,Sunny,None,38.0,54.0,31.0,41.0,49.0,45.0,53.0,3,5
2023-05-25,Pasta,51,Rainy,Festival,49.0,38.0,54.0,31.0,41.0,49.0,45.0,3,5
2023-05-25,Pizza,59,Rainy,Holiday,51.0,49.0,38.0,54.0,31.0,41.0,49.0,3,5
2023-05-25,Pizza,50,Sunny,Holiday,59.0,51.0,49.0,38.0,54.0,31.0,41.0,3,5
2023-05-25,Pizza,56,Sunny,Festival,50.0,59.0,51.0,49.0,38.0,54.0,31.0,3,5
2023-05-25,Pasta,51,Sunny,Festival,56.0,50.0,59.0,51.0,49.0,38.0,54.0,3,5
2023-05-25,Pasta,42,Cloudy,Festival,51.0,56.0,50.0,59.0,51.0,49.0,38.0,3,5
2023-05-26,Pizza,41,Sunny,None,42.0,51.0,56.0,50.0,59.0,51.0,49.0,4,5
2023-05-26,Burger,64,Rainy,Festival,41.0,42.0,51.0,56.0,50.0,59.0,51.0,4,5
2023-05-26,Burger,46,Cloudy,Festival,64.0,41.0,42.0,51.0,56.0,50.0,59.0,4,5
2023-05-26,Burger,49,Rainy,Festival,46.0,64.0,41.0,42.0,51.0,56.0,50.0,4,5
2023-05-26,Pasta,54,Cloudy,Holiday,49.0,46.0,64.0,41.0,42.0,51.0,56.0,4,5
2023-05-26,Pasta,65,Rainy,None,54.0,49.0,46.0,64.0,41.0,42.0,51.0,4,5
2023-05-26,Burger,42,Sunny,Holiday,65.0,54.0,49.0,46.0,64.0,41.0,42.0,4,5
2023-05-26,Burger,64,Rainy,None,42.0,65.0,54.0,49.0,46.0,64.0,41.0,4,5
2023-05-26,Pasta,57,Sunny,Festival,64.0,42.0,65.0,54.0,49.0,46.0,64.0,4,5
2023-05-26,Pizza,56,Sunny,Festival,57.0,64.0,42.0,65.0,54.0,49.0,46.0,4,5
2023-05-26,Pasta,52,Sunny,Holiday,56.0,57.0,64.0,42.0,65.0,54.0,49.0,4,5
2023-05-26,Burger,56,Cloudy,Holiday,52.0,56.0,57.0,64.0,42.0,65.0,54.0,4,5
2023-05-26,Burger,49,Cloudy,None,56.0,52.0,56.0,57.0,64.0,42.0,65.0,4,5
2023-05-26,Burger,38,Cloudy,None,49.0,56.0,52.0,56.0,57.0,64.0,42.0,4,5
2023-05-26,Pizza,65,Sunny,Festival,38.0,49.0,56.0,52.0,56.0,57.0,64.0,4,5
2023-05-26,Burger,45,Rainy,Festival,65.0,38.0,49.0,56.0,52.0,56.0,57.0,4,5
2023-05-26,Burger,45,Sunny,Festival,45.0,65.0,38.0,49.0,56.0,52.0,56.0,4,5
2023-05-26,Burger,52,Cloudy,Holiday,45.0,45.0,65.0,38.0,49.0,56.0,52.0,4,5
2023-05-26,Pasta,38,Rainy,Holiday,52.0,45.0,45.0,65.0,38.0,49.0,56.0,4,5
2023-05-26,Pizza,51,Cloudy,None,38.0,52.0,45.0,45.0,65.0,38.0,49.0,4,5
2023-05-26,Pasta,34,Rainy,Festival,51.0,38.0,52.0,45.0,45.0,65.0,38.0,4,5
2023-05-26,Pasta,54,Sunny,None,34.0,51.0,38.0,52.0,45.0,45.0,65.0,4,5
2023-05-26,Pasta,54,Rainy,Holiday,54.0,34.0,51.0,38.0,52.0,45.0,45.0,4,5
2023-05-26,Burger,60,Cloudy,Holiday,54.0,54.0,34.0,51.0,38.0,52.0,45.0,4,5
2023-05-26,Pizza,50,Rainy,Holiday,60.0,54.0,54.0,34.0,51.0,38.0,52.0,4,5
2023-05-26,Burger,53,Cloudy,Festival,50.0,60.0,54.0,54.0,34.0,51.0,38.0,4,5
2023-05-26,Pasta,37,Sunny,Festival,53.0,50.0,60.0,54.0,54.0,34.0,51.0,4,5
2023-05-26,Burger,48,Cloudy,Festival,37.0,53.0,50.0,60.0,54.0,54.0,34.0,4,5
2023-05-26,Pizza,55,Cloudy,None,48.0,37.0,53.0,50.0,60.0,54.0,54.0,4,5
2023-05-26,Pasta,56,Rainy,Holiday,55.0,48.0,37.0,53.0,50.0,60.0,54.0,4,5
2023-05-26,Pizza,48,Sunny,Festival,56.0,55.0,48.0,37.0,53.0,50.0,60.0,4,5
2023-05-26,Pasta,45,Rainy,Festival,48.0,56.0,55.0,48.0,37.0,53.0,50.0,4,5
2023-05-26,Pizza,46,Sunny,None,45.0,48.0,56.0,55.0,48.0,37.0,53.0,4,5
2023-05-26,Burger,55,Cloudy,Festival,46.0,45.0,48.0,56.0,55.0,48.0,37.0,4,5
2023-05-26,Pizza,53,Cloudy,Holiday,55.0,46.0,45.0,48.0,56.0,55.0,48.0,4,5
2023-05-26,Pasta,51,Rainy,Festival,53.0,55.0,46.0,45.0,48.0,56.0,55.0,4,5
2023-05-26,Pasta,42,Rainy,None,51.0,53.0,55.0,46.0,45.0,48.0,56.0,4,5
2023-05-26,Pasta,55,Sunny,None,42.0,51.0,53.0,55.0,46.0,45.0,48.0,4,5
2023-05-26,Pasta,48,Sunny,Holiday,55.0,42.0,51.0,53.0,55.0,46.0,45.0,4,5
2023-05-26,Pizza,55,Sunny,None,48.0,55.0,42.0,51.0,53.0,55.0,46.0,4,5
2023-05-26,Pasta,47,Cloudy,None,55.0,48.0,55.0,42.0,51.0,53.0,55.0,4,5
2023-05-26,Pizza,47,Sunny,Holiday,47.0,55.0,48.0,55.0,42.0,51.0,53.0,4,5
2023-05-26,Pasta,40,Sunny,None,47.0,47.0,55.0,48.0,55.0,42.0,51.0,4,5
2023-05-26,Pizza,50,Cloudy,Festival,40.0,47.0,47.0,55.0,48.0,55.0,42.0,4,5
2023-05-26,Pasta,60,Sunny,Holiday,50.0,40.0,47.0,47.0,55.0,48.0,55.0,4,5
2023-05-26,Pasta,47,Rainy,Festival,60.0,50.0,40.0,47.0,47.0,55.0,48.0,4,5
2023-05-26,Pasta,49,Rainy,None,47.0,60.0,50.0,40.0,47.0,47.0,55.0,4,5
2023-05-26,Pasta,48,Cloudy,Festival,49.0,47.0,60.0,50.0,40.0,47.0,47.0,4,5
2023-05-26,Pasta,41,Cloudy,None,48.0,49.0,47.0,60.0,50.0,40.0,47.0,4,5
2023-05-26,Burger,52,Sunny,None,41.0,48.0,49.0,47.0,60.0,50.0,40.0,4,5
2023-05-26,Pasta,47,Sunny,Festival,52.0,41.0,48.0,49.0,47.0,60.0,50.0,4,5
2023-05-26,Burger,40,Rainy,None,47.0,52.0,41.0,48.0,49.0,47.0,60.0,4,5
2023-05-26,Pizza,50,Sunny,Holiday,40.0,47.0,52.0,41.0,48.0,49.0,47.0,4,5
2023-05-26,Pizza,49,Cloudy,None,50.0,40.0,47.0,52.0,41.0,48.0,49.0,4,5
2023-05-26,Burger,49,Cloudy,Festival,49.0,50.0,40.0,47.0,52.0,41.0,48.0,4,5
2023-05-26,Pasta,59,Rainy,Holiday,49.0,49.0,50.0,40.0,47.0,52.0,41.0,4,5
2023-05-26,Burger,54,Rainy,None,59.0,49.0,49.0,50.0,40.0,47.0,52.0,4,5
2023-05-26,Pasta,56,Cloudy,None,54.0,59.0,49.0,49.0,50.0,40.0,47.0,4,5
2023-05-27,Pasta,60,Sunny,Festival,56.0,54.0,59.0,49.0,49.0,50.0,40.0,5,5
2023-05-27,Pizza,50,Sunny,Holiday,60.0,56.0,54.0,59.0,49.0,49.0,50.0,5,5
2023-05-27,Pasta,60,Sunny,Holiday,50.0,60.0,56.0,54.0,59.0,49.0,49.0,5,5
2023-05-27,Pasta,34,Sunny,Festival,60.0,50.0,60.0,56.0,54.0,59.0,49.0,5,5
2023-05-27,Burger,50,Rainy,Festival,34.0,60.0,50.0,60.0,56.0,54.0,59.0,5,5
2023-05-27,Pizza,50,Cloudy,None,50.0,34.0,60.0,50.0,60.0,56.0,54.0,5,5
2023-05-27,Pasta,48,Rainy,Holiday,50.0,50.0,34.0,60.0,50.0,60.0,56.0,5,5
2023-05-27,Burger,47,Rainy,Holiday,48.0,50.0,50.0,34.0,60.0,50.0,60.0,5,5
2023-05-27,Burger,65,Cloudy,None,47.0,48.0,50.0,50.0,34.0,60.0,50.0,5,5
2023-05-27,Pasta,42,Sunny,None,65.0,47.0,48.0,50.0,50.0,34.0,60.0,5,5
2023-05-27,Burger,61,Cloudy,None,42.0,65.0,47.0,48.0,50.0,50.0,34.0,5,5
2023-05-27,Pasta,51,Rainy,None,61.0,42.0,65.0,47.0,48.0,50.0,50.0,5,5
2023-05-27,Burger,57,Cloudy,None,51.0,61.0,42.0,65.0,47.0,48.0,50.0,5,5
2023-05-27,Burger,54,Cloudy,None,57.0,51.0,61.0,42.0,65.0,47.0,48.0,5,5
2023-05-27,Burger,54,Sunny,None,54.0,57.0,51.0,61.0,42.0,65.0,47.0,5,5
2023-05-27,Burger,54,Cloudy,Holiday,54.0,54.0,57.0,51.0,61.0,42.0,65.0,5,5
2023-05-27,Pizza,46,Sunny,Festival,54.0,54.0,54.0,57.0,51.0,61.0,42.0,5,5
2023-05-27,Burger,51,Sunny,Festival,46.0,54.0,54.0,54.0,57.0,51.0,61.0,5,5
2023-05-27,Pasta,50,Rainy,Holiday,51.0,46.0,54.0,54.0,54.0,57.0,51.0,5,5
2023-05-27,Burger,39,Rainy,Holiday,50.0,51.0,46.0,54.0,54.0,54.0,57.0,5,5
2023-05-27,Burger,58,Rainy,Festival,39.0,50.0,51.0,46.0,54.0,54.0,54.0,5,5
2023-05-27,Burger,57,Cloudy,Festival,58.0,39.0,50.0,51.0,46.0,54.0,54.0,5,5
2023-05-27,Burger,44,Sunny,Festival,57.0,58.0,39.0,50.0,51.0,46.0,54.0,5,5
2023-05-27,Pizza,49,Rainy,Festival,44.0,57.0,58.0,39.0,50.0,51.0,46.0,5,5
2023-05-27,Burger,51,Cloudy,Festival,49.0,44.0,57.0,58.0,39.0,50.0,51.0,5,5
2023-05-27,Pizza,50,Sunny,Festival,51.0,49.0,44.0,57.0,58.0,39.0,50.0,5,5
2023-05-27,Burger,61,Sunny,Holiday,50.0,51.0,49.0,44.0,57.0,58.0,39.0,5,5
2023-05-27,Pasta,43,Sunny,Holiday,61.0,50.0,51.0,49.0,44.0,57.0,58.0,5,5
2023-05-27,Pasta,51,Sunny,None,43.0,61.0,50.0,51.0,49.0,44.0,57.0,5,5
2023-05-27,Pizza,46,Cloudy,Festival,51.0,43.0,61.0,50.0,51.0,49.0,44.0,5,5
2023-05-27,Pizza,59,Cloudy,Festival,46.0,51.0,43.0,61.0,50.0,51.0,49.0,5,5
2023-05-27,Pizza,38,Cloudy,None,59.0,46.0,51.0,43.0,61.0,50.0,51.0,5,5
2023-05-27,Burger,59,Cloudy,None,38.0,59.0,46.0,51.0,43.0,61.0,50.0,5,5
2023-05-27,Pizza,52,Rainy,Festival,59.0,38.0,59.0,46.0,51.0,43.0,61.0,5,5
2023-05-27,Pizza,53,Rainy,Holiday,52.0,59.0,38.0,59.0,46.0,51.0,43.0,5,5
2023-05-27,Pizza,53,Sunny,None,53.0,52.0,59.0,38.0,59.0,46.0,51.0,5,5
2023-05-27,Pasta,43,Cloudy,None,53.0,53.0,52.0,59.0,38.0,59.0,46.0,5,5
2023-05-27,Burger,45,Rainy,Holiday,43.0,53.0,53.0,52.0,59.0,38.0,59.0,5,5
2023-05-27,Pasta,52,Rainy,None,45.0,43.0,53.0,53.0,52.0,59.0,38.0,5,5
2023-05-27,Pizza,44,Cloudy,None,52.0,45.0,43.0,53.0,53.0,52.0,59.0,5,5
2023-05-27,Pasta,65,Sunny,None,44.0,52.0,45.0,43.0,53.0,53.0,52.0,5,5
2023-05-27,Pasta,56,Rainy,None,65.0,44.0,52.0,45.0,43.0,53.0,53.0,5,5
2023-05-27,Burger,54,Sunny,None,56.0,65.0,44.0,52.0,45.0,43.0,53.0,5,5
2023-05-27,Pizza,39,Cloudy,Holiday,54.0,56.0,65.0,44.0,52.0,45.0,43.0,5,5
2023-05-27,Pizza,51,Rainy,Festival,39.0,54.0,56.0,65.0,44.0,52.0,45.0,5,5
2023-05-27,Pasta,59,Cloudy,Festival,51.0,39.0,54.0,56.0,65.0,44.0,52.0,5,5
2023-05-27,Pasta,58,Cloudy,None,59.0,51.0,39.0,54.0,56.0,65.0,44.0,5,5
2023-05-27,Pizza,51,Sunny,None,58.0,59.0,51.0,39.0,54.0,56.0,65.0,5,5
2023-05-27,Pizza,45,Rainy,None,51.0,58.0,59.0,51.0,39.0,54.0,56.0,5,5
2023-05-27,Pasta,54,Rainy,Holiday,45.0,51.0,58.0,59.0,51.0,39.0,54.0,5,5
2023-05-27,Burger,45,Rainy,Festival,54.0,45.0,51.0,58.0,59.0,51.0,39.0,5,5
2023-05-27,Pizza,57,Cloudy,Holiday,45.0,54.0,45.0,51.0,58.0,59.0,51.0,5,5
2023-05-27,Pasta,52,Sunny,Holiday,57.0,45.0,54.0,45.0,51.0,58.0,59.0,5,5
2023-05-27,Burger,45,Cloudy,Festival,52.0,57.0,45.0,54.0,45.0,51.0,58.0,5,5
2023-05-28,Pizza,34,Rainy,None,45.0,52.0,57.0,45.0,54.0,45.0,51.0,6,5
2023-05-28,Burger,45,Rainy,Festival,34.0,45.0,52.0,57.0,45.0,54.0,45.0,6,5
2023-05-28,Pasta,47,Sunny,Festival,45.0,34.0,45.0,52.0,57.0,45.0,54.0,6,5
2023-05-28,Pizza,54,Sunny,None,47.0,45.0,34.0,45.0,52.0,57.0,45.0,6,5
2023-05-28,Burger,51,Sunny,None,54.0,47.0,45.0,34.0,45.0,52.0,57.0,6,5
2023-05-28,Pizza,65,Sunny,Holiday,51.0,54.0,47.0,45.0,34.0,45.0,52.0,6,5
2023-05-28,Burger,38,Rainy,Holiday,65.0,51.0,54.0,47.0,45.0,34.0,45.0,6,5
2023-05-28,Burger,62,Rainy,Festival,38.0,65.0,51.0,54.0,47.0,45.0,34.0,6,5
2023-05-28,Pasta,51,Rainy,None,62.0,38.0,65.0,51.0,54.0,47.0,45.0,6,5
2023-05-28,Burger,50,Sunny,Festival,51.0,62.0,38.0,65.0,51.0,54.0,47.0,6,5
2023-05-28,Pizza,39,Cloudy,Holiday,50.0,51.0,62.0,38.0,65.0,51.0,54.0,6,5
2023-05-28,Pizza,49,Rainy,Holiday,39.0,50.0,51.0,62.0,38.0,65.0,51.0,6,5
2023-05-28,Pizza,54,Cloudy,Festival,49.0,39.0,50.0,51.0,62.0,38.0,65.0,6,5
2023-05-28,Pasta,47,Cloudy,Festival,54.0,49.0,39.0,50.0,51.0,62.0,38.0,6,5
2023-05-28,Burger,54,Sunny,Holiday,47.0,54.0,49.0,39.0,50.0,51.0,62.0,6,5
2023-05-28,Burger,56,Cloudy,Holiday,54.0,47.0,54.0,49.0,39.0,50.0,51.0,6,5
2023-05-28,Pizza,45,Rainy,Festival,56.0,54.0,47.0,54.0,49.0,39.0,50.0,6,5
2023-05-28,Burger,48,Cloudy,Holiday,45.0,56.0,54.0,47.0,54.0,49.0,39.0,6,5
2023-05-28,Pasta,47,Sunny,Festival,48.0,45.0,56.0,54.0,47.0,54.0,49.0,6,5
2023-05-28,Burger,45,Sunny,None,47.0,48.0,45.0,56.0,54.0,47.0,54.0,6,5
2023-05-28,Burger,50,Rainy,Festival,45.0,47.0,48.0,45.0,56.0,54.0,47.0,6,5
2023-05-28,Pizza,46,Sunny,Holiday,50.0,45.0,47.0,48.0,45.0,56.0,54.0,6,5
2023-05-28,Burger,41,Cloudy,None,46.0,50.0,45.0,47.0,48.0,45.0,56.0,6,5
2023-05-28,Burger,67,Sunny,Festival,41.0,46.0,50.0,45.0,47.0,48.0,45.0,6,5
2023-05-28,Burger,63,Cloudy,Holiday,67.0,41.0,46.0,50.0,45.0,47.0,48.0,6,5
2023-05-28,Pasta,60,Cloudy,Festival,63.0,67.0,41.0,46.0,50.0,45.0,47.0,6,5
2023-05-28,Pizza,48,Cloudy,Festival,60.0,63.0,67.0,41.0,46.0,50.0,45.0,6,5
2023-05-28,Burger,62,Cloudy,None,48.0,60.0,63.0,67.0,41.0,46.0,50.0,6,5
2023-05-28,Pizza,56,Rainy,Holiday,62.0,48.0,60.0,63.0,67.0,41.0,46.0,6,5
2023-05-28,Burger,48,Rainy,Holiday,56.0,62.0,48.0,60.0,63.0,67.0,41.0,6,5
2023-05-28,Burger,54,Cloudy,Festival,48.0,56.0,62.0,48.0,60.0,63.0,67.0,6,5
2023-05-28,Pasta,54,Rainy,None,54.0,48.0,56.0,62.0,48.0,60.0,63.0,6,5
2023-05-28,Pizza,51,Sunny,None,54.0,54.0,48.0,56.0,62.0,48.0,60.0,6,5
2023-05-28,Pasta,34,Rainy,Holiday,51.0,54.0,54.0,48.0,56.0,62.0,48.0,6,5
2023-05-28,Burger,59,Sunny,Festival,34.0,51.0,54.0,54.0,48.0,56.0,62.0,6,5
2023-05-28,Pasta,55,Cloudy,Holiday,59.0,34.0,51.0,54.0,54.0,48.0,56.0,6,5
2023-05-28,Burger,48,Sunny,None,55.0,59.0,34.0,51.0,54.0,54.0,48.0,6,5
2023-05-28,Pizza,50,Sunny,None,48.0,55.0,59.0,34.0,51.0,54.0,54.0,6,5
2023-05-28,Burger,50,Cloudy,Holiday,50.0,48.0,55.0,59.0,34.0,51.0,54.0,6,5
2023-05-28,Pizza,54,Sunny,None,50.0,50.0,48.0,55.0,59.0,34.0,51.0,6,5
2023-05-29,Burger,57,Cloudy,Festival,54.0,50.0,50.0,48.0,55.0,59.0,34.0,0,5
2023-05-29,Pizza,48,Cloudy,Holiday,57.0,54.0,50.0,50.0,48.0,55.0,59.0,0,5
2023-05-29,Pasta,51,Cloudy,None,48.0,57.0,54.0,50.0,50.0,48.0,55.0,0,5
2023-05-29,Burger,57,Sunny,Festival,51.0,48.0,57.0,54.0,50.0,50.0,48.0,0,5
2023-05-29,Pasta,54,Sunny,Festival,57.0,51.0,48.0,57.0,54.0,50.0,50.0,0,5
2023-05-29,Pasta,49,Sunny,Holiday,54.0,57.0,51.0,48.0,57.0,54.0,50.0,0,5
2023-05-29,Pasta,51,Cloudy,Holiday,49.0,54.0,57.0,51.0,48.0,57.0,54.0,0,5
2023-05-29,Burger,67,Rainy,Holiday,51.0,49.0,54.0,57.0,51.0,48.0,57.0,0,5
2023-05-29,Pizza,45,Sunny,None,67.0,51.0,49.0,54.0,57.0,51.0,48.0,0,5
2023-05-29,Pasta,44,Rainy,Festival,45.0,67.0,51.0,49.0,54.0,57.0,51.0,0,5
2023-05-29,Pizza,54,Sunny,Festival,44.0,45.0,67.0,51.0,49.0,54.0,57.0,0,5
2023-05-29,Pizza,55,Rainy,None,54.0,44.0,45.0,67.0,51.0,49.0,54.0,0,5
2023-05-29,Pizza,50,Sunny,Festival,55.0,54.0,44.0,45.0,67.0,51.0,49.0,0,5
2023-05-29,Pasta,50,Sunny,Festival,50.0,55.0,54.0,44.0,45.0,67.0,51.0,0,5
2023-05-29,Pizza,34,Sunny,Holiday,50.0,50.0,55.0,54.0,44.0,45.0,67.0,0,5
2023-05-29,Pasta,45,Cloudy,Festival,34.0,50.0,50.0,55.0,54.0,44.0,45.0,0,5
2023-05-29,Pasta,37,Sunny,Festival,45.0,34.0,50.0,50.0,55.0,54.0,44.0,0,5
2023-05-29,Pasta,50,Rainy,Festival,37.0,45.0,34.0,50.0,50.0,55.0,54.0,0,5
2023-05-29,Burger,60,Cloudy,Festival,50.0,37.0,45.0,34.0,50.0,50.0,55.0,0,5
2023-05-29,Pasta,45,Cloudy,None,60.0,50.0,37.0,45.0,34.0,50.0,50.0,0,5
2023-05-29,Pasta,62,Sunny,Holiday,45.0,60.0,50.0,37.0,45.0,34.0,50.0,0,5
2023-05-29,Pizza,56,Cloudy,Festival,62.0,45.0,60.0,50.0,37.0,45.0,34.0,0,5
2023-05-29,Pasta,47,Sunny,Holiday,56.0,62.0,45.0,60.0,50.0,37.0,45.0,0,5
2023-05-29,Pasta,55,Rainy,None,47.0,56.0,62.0,45.0,60.0,50.0,37.0,0,5
2023-05-29,Pizza,47,Sunny,None,55.0,47.0,56.0,62.0,45.0,60.0,50.0,0,5
2023-05-29,Pasta,42,Rainy,None,47.0,55.0,47.0,56.0,62.0,45.0,60.0,0,5
2023-05-29,Pizza,60,Sunny,Holiday,42.0,47.0,55.0,47.0,56.0,62.0,45.0,0,5
2023-05-29,Pizza,51,Rainy,Festival,60.0,42.0,47.0,55.0,47.0,56.0,62.0,0,5
2023-05-29,Pasta,53,Rainy,Festival,51.0,60.0,42.0,47.0,55.0,47.0,56.0,0,5
2023-05-29,Burger,45,Rainy,Holiday,53.0,51.0,60.0,42.0,47.0,55.0,47.0,0,5
2023-05-29,Pasta,46,Sunny,Festival,45.0,53.0,51.0,60.0,42.0,47.0,55.0,0,5
2023-05-29,Pizza,47,Cloudy,None,46.0,45.0,53.0,51.0,60.0,42.0,47.0,0,5
2023-05-29,Pasta,58,Cloudy,Holiday,47.0,46.0,45.0,53.0,51.0,60.0,42.0,0,5
2023-05-29,Pasta,55,Cloudy,Festival,58.0,47.0,46.0,45.0,53.0,51.0,60.0,0,5
2023-05-29,Pasta,52,Cloudy,Festival,55.0,58.0,47.0,46.0,45.0,53.0,51.0,0,5
2023-05-29,Pizza,45,Sunny,Festival,52.0,55.0,58.0,47.0,46.0,45.0,53.0,0,5
2023-05-29,Pasta,53,Rainy,Festival,45.0,52.0,55.0,58.0,47.0,46.0,45.0,0,5
2023-05-29,Burger,49,Cloudy,Festival,53.0,45.0,52.0,55.0,58.0,47.0,46.0,0,5
2023-05-29,Burger,39,Cloudy,None,49.0,53.0,45.0,52.0,55.0,58.0,47.0,0,5
2023-05-29,Burger,45,Sunny,Festival,39.0,49.0,53.0,45.0,52.0,55.0,58.0,0,5
2023-05-29,Burger,58,Rainy,Festival,45.0,39.0,49.0,53.0,45.0,52.0,55.0,0,5
2023-05-29,Pasta,41,Rainy,Holiday,58.0,45.0,39.0,49.0,53.0,45.0,52.0,0,5
2023-05-29,Burger,64,Sunny,Festival,41.0,58.0,45.0,39.0,49.0,53.0,45.0,0,5
2023-05-29,Pasta,46,Sunny,None,64.0,41.0,58.0,45.0,39.0,49.0,53.0,0,5
2023-05-29,Pasta,60,Cloudy,Holiday,46.0,64.0,41.0,58.0,45.0,39.0,49.0,0,5
2023-05-29,Pizza,50,Cloudy,Holiday,60.0,46.0,64.0,41.0,58.0,45.0,39.0,0,5
2023-05-29,Pasta,50,Rainy,Festival,50.0,60.0,46.0,64.0,41.0,58.0,45.0,0,5
2023-05-29,Pasta,60,Cloudy,Festival,50.0,50.0,60.0,46.0,64.0,41.0,58.0,0,5
